example_id,customer_text,intent,expected_action,escalation_reason,difficulty,source_conversation_id
eval_018,"this new update for the IPhone SUCKS! My apps are constantly crashing, fix this ish NOW",software_update_os_bug,auto_handle,POST_UPDATE_RECOVERY_TRIAGE,hard,257187
eval_019,Alguien le avisa a que el ios11 me desabilita esta opcion cada vez que cargo la bateria?!?,software_update_os_bug,auto_handle,POST_UPDATE_RECOVERY_TRIAGE,hard,299039
eval_020,Why tf is my mac taking 20 min to start !!! Fix it this new update fvckin sucks already,software_update_os_bug,auto_handle,POST_UPDATE_RECOVERY_TRIAGE,hard,601373
eval_021,Canta xente que fala galego tamén quere escribir e twittear en galego? Galician keyboard NOW #iphonegalego #iosgalego,software_update_os_bug,auto_handle,POST_UPDATE_RECOVERY_TRIAGE,hard,268219
eval_022,so angry with Apple and Apple Support right now! Never had someone so useless try to assist me before! Never had such ridiculous advice. No help at all. Thanks for iOS 11. It’s seriously F**ked my phone!!!,software_update_os_bug,auto_handle,POST_UPDATE_RECOVERY_TRIAGE,hard,483225
eval_023,The update sucks! How long before you fix all the bugs? This is ridiculous ☹🙄😡😤,software_update_os_bug,auto_handle,POST_UPDATE_RECOVERY_TRIAGE,hard,50076
eval_024,en alguna de sus actualizaciones arreglaran algo que en realidad sirva en su basura de #iOS11 ? Mi iPad lleva dos dias así...,software_update_os_bug,auto_handle,POST_UPDATE_RECOVERY_TRIAGE,hard,268245
eval_025,"Upgraded to iOS 11.2, iMessage notifications will vibrate two times now. This is ridiculous bug fest",software_update_os_bug,auto_handle,POST_UPDATE_RECOVERY_TRIAGE,hard,548085
eval_026,iOS 11 has destroyed my battery life. Will there be any fix soon?,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,396068
eval_027,why is my iPhone 7 battery suddenly only last 5 hours? #help #updatessuck #myphonesnotevenayearold,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,270323
eval_028,Were battery usage and connectivity issues even addressed in iOS 11.0.2? I’ve been stuck to my wall smh,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,313011
eval_029,"it just gets worse after each upgrade. Battery drain is horrible, random reboots, taken to talk-to-text since lag is so bad.",battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,703079
eval_030,Hey Are you kidding me with the new update? I lost over 80% of battery within 20 minutes. I can’t go outside without a powebank because my battery would die four times a day. That’s not how an iPhone 6s should work🙄,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,585895
eval_031,"congrats, with your new update i can't charge my iphone any more.",battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,188571
eval_032,When the battery issue will be solved for ios11??,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,199332
eval_033,you need a better iOS update iOS 11 sucks phone gets hot and it keeps rebooting,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,430767
eval_034,ios11 update is terrible.My phone is so slow now. You can’t tell if you’ve taken a screen shot until there are three in your pictures,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,310594
eval_035,is awful! The battery said 99% I’ll plug it now it says 17% then I charge it it’s at 41% iOS 11 is a joke ever since all these updates I’ve had constant issues with this!!!,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,587025
eval_036,Dear is it really so difficult to add basic management who is connected to my Personal Hot Spot in iOS? IMO it’s must-have,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,235033
eval_037,Your update has been shit since it came out my phone glitches like no tomorrow on a phone call battery dies faster and I have apps freeze,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,222942
eval_038,"Yes, I got the battery problems after upgrading to iOS 11.0.2 on my iPhone 7",battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,261782
eval_039,Please help. My mom's iPhone 6s Plus' battery drains so fast even without using it. It happened after she updated to iOS 11.1.2.,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,65015
eval_040,Last iOS update sucks!!!! Slow down my #iPhone6 and the battery dies so fast. Is this the way you're trying to sell iPhones? Mobiles shouldn't have #PlannedObsolescence #mobile #iPhone #iPhone6 #iPhoneUpdate #AppleLovers,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,148183
eval_041,is it possible to get a 2011 MacBook Pro battery serviced in store?,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,43323
eval_042,It seems IOS 11.0.2 was not a fix but a problem as it’s draining out battery quickly #IOS11.0.2 #AppleiPhone,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,289103
eval_043,"Still on 6, but update (incl latest small patch) is draining battery fast.",battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,244184
eval_044,"Battery life is half of what I used to have before updating to iOS 11.. Using an iPhone 7, 128gb. About 4 months old..",battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,728636
eval_045,I updated my iphone 5s to the latest update and it messed up my phone completely... Messed up with my photos and everything !!! My storage kept increasing and decreasing by itself.. Can't acces to my photos! And my phone has never been so slow!,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,181411
eval_046,"Dear , I just updated to iOS 11.0. for my iTouch 4th gen. Now, I cannot retrieve photos/videos when plugged in my PC unlike before 11",battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,334976
eval_047,iOS 11.0.2 is a disaster. Can’t wake my phone & battery life horrendous. Doesn’t bode well for #Apple,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,371906
eval_048,Hey since installing iOS 11 (and updates) my iPhone battery only last about as 1/3rd as long with the same usage. Help!,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,411138
eval_049,iPhone restore from backup did not resolve #iOS11 battery drain problem. I have had it on for less than 10 min & it's lost 15%,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,338927
eval_050,I know how the hell to save battery. It’s your shit updates that has killed my battery. #BackToAndroid,battery_power_charging,auto_handle,ROUTINE_BATTERY_SETTINGS_TRIAGE,hard,327109
eval_051,received a scam email but didn’t click the link - what do I need to do now?,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,570171
eval_052,Beware Apple users I’ve just had this email #scam #Apple 🙄,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,648588
eval_053,Yeah I’ve fixed it now - iCloud Photo Library had become “unclicked” in the update process - not sure why that would happen?,account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,633777
eval_054,iCloud hacked & am now locked out of my Mac which now asks for a 6 digit pin or to contact support on __email__...,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,195949
eval_055,"before the latest iOS update my 16 GB ipad could correctly optimise the iCloud Photo Library storage. But now storage usage of Photos on the iPad is ballooning, making the iPad unusable. Is there any way to flush the locally stores pictures?",account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,97077
eval_056,ICloud has been hacked by a very sick person. PLEASE PLEASE help her get it back immediately. I love u Amy!,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,301562
eval_057,I'm a British citizen currently in India. My iphone was lost/stolen and I want to buy a replacement. Will the one year warranty work back in the U.K. The same as it would if I purchased it in London?,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,446449
eval_058,"instead of wasting time creating moving emojis speak face2face. Then you could fix this mess you call iOS 11. WiFi log top left shows on, slider green shows on, yet “WiFi not connected”. 10 presses instead of 1. 💩",account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,95787
eval_059,"What do you make of this? (Top left corner) I am a US customer, and I think my phone has been hacked.",account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,12586
eval_060,"Iphone 5S updated to 11.1.2 last night. Now when I operate any app (including settings)it crashes into a black screen with spinning gear. Have reset, restored, still doing it. Phone is also getting really hot. Seems to also be waking itself 2 passcode screen radomly",account_apple_id_icloud,escalate,ACCOUNT_ACCESS_IDENTITY_VERIFICATION,hard,517095
eval_061,Why does this keep happening? Is my phone being hacked? #help,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,743409
eval_062,"I leave my house with 90% mid way to work my battery at 30%. Im sick of you guys scamming us , disgusting . Before update my phone was 100X better with battery.",account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,639700
eval_063,Please check the below fraud! Apple Thieves! Runtastic App whoever has made this! steal money that is what you do! faithless I am now! would have never save my a/c details on apple id if I was aware about this fraud! refund asap.,account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,546547
eval_064,im convinced somebody hacked my phone because this shit has been doing all kinds of fuckery that i just cant explain & honestly im a little shook..... but mostly annoyed.,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,689325
eval_065,"the thing is that I CANT remember my password, and you guys no longer have an easy process to simply get a new on, no you required me to RECOVER my account ( WTF) and account recover takes 15 days. SO, I HAVE A BRICK UNTIL DEC 9",account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,596925
eval_066,got this email. It is a phishing scam directed to Apple's customers. The link on the email -,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,704446
eval_067,"Dear , my phone is no longer with us RIP but I continue to pay for iCloud storage. Why are there no obvious online links to downgrade this service? Do I just have to wait till my credit card expires?",account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,654367
eval_068,photos aren’t updating to iCloud from iPhone so can’t access on my MacBook. All software updates installed,account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,633778
eval_069,"Check out this screenshot. The £2.49 you see being billed is an iCloud storage plan, shared with Family. The £14.99 is Apple Music Family Plan. What's changed?",account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,146641
eval_070,"Hello, team! is there any way I can wipe “Other” from my storage? And y do photos not offload to iCloud to save phone space?",account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,242511
eval_071,I was just prompted to install it and to enter my passcode. I never authorised my iPhone to download 1.3GB. And if I delete the update the iPhone downloads it again which is eating up my narrow bandwidth and my local storage on device. I want to prevent this from happening again.,account_apple_id_icloud,escalate,ACCOUNT_ACCESS_IDENTITY_VERIFICATION,hard,649752
eval_072,"Hey, I think you've a scammer out there have gotten several calls from a Lexington Park number saying your going to delete my iCloud account!!",account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,505101
eval_073,my apple account has been hacked help please,account_apple_id_icloud,escalate,ACCOUNT_SECURITY_BREACH,hard,236825
eval_074,Como puedo borrar fotos de iPhone sin que se eliminen de la fototeca? No quiero que se eliminen de mi cuenta de iCloud,account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,656213
eval_075,"iOS 11, iCloud Photo Library turned on yes",account_apple_id_icloud,auto_handle,ROUTINE_ICLOUD_STORAGE_TRIAGE,hard,242508
eval_076,"Hola tengo (tenéis) un leve problemilla con la última actualización para Ipad. Habéis suprimido del teclado de inicio la letra pi (π), formaba parte de mi contraseña de desbloqueo. Cómo hago ahora para desbloquear? Felicidades al técnico que decidió la supresión: Un crack.",hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,701595
eval_077,"So I shattered my screen last night... not in a cool way, like I was so fucked and dropped it on concrete. No. It literally fell off my bed onto carpet and shattered. the fuck bro",hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,505066
eval_078,"YALLL, SO IM HERE @ THE TABLE DOING HW & AS PER USUAL, MY PHONE WAS SITTING BESIDE ME, PLUGGED UP... SO IM JUST OVER HERE WRITING NUMBERS & ERRYTHING, & SUDDENLY I SMELL SOMETHING.. I LOOK OVER, & I KID U NOT THERE IS SMOKE COMING OUT OF IT... AHH IDK WHAT TO DO 😭",hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,463109
eval_079,New Android Phone smokes iPhoneX in speed test (& it's half the price) hey since iOS11 my iPhone6plus is slower than a Sydney train & they’re fcuk’n slow,hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,145249
eval_080,"I’m not experiencing anything yet, I’m more worried about the news reports of batteries bulging and breaking phones!",hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,396089
eval_081,smoke and burning smells coming out of daughter's laptop thru' keyboard). Screen gone black. No unusual activity. Any thoughts? Many thanks.,hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,599114
eval_082,"No, the update notes don't mention wifi. Just crackles, photos and emails. Is there a 11.0.3 coming soon for wifi and battery life fixes?",hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,254105
eval_083,I think my iPhone X has water damage was in not even a foot of water for 3 seconds .... is this a joke,hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,143550
eval_084,"Swollen Battery on 1st Gen Apple Watch, Screen Dislodged, Apple Support Chat denies Warranty Extension #confused",hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,312188
eval_085,"Unbelievable from , watch screen seems to have popped, perfect laser like crack all around outer of screen. No impact. 6mths old 1/2",hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,49200
eval_086,My iPhone 7 plus is doing nothing but crackling on any Bluetooth device that I use. Since last update 11.0.2. Can you Please fix ???,hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,239158
eval_087,"my iPhone 7 screen keeps going black and re-booting at least 2-3 times every 3 minutes, very frustrating because I have plenty of storage left and no water damage to my phone. PLEASE HELP!!! (My phone re-booted while typing this)",hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,543628
eval_088,"Send my iPhone to with a cracked screen, they send it back with broken seal, missing screws & missing bracket... And still a broken screen #dodgy #liars #boycottapple",hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,627893
eval_089,Well guys ... i dropped my iPhone .. my iPhone w/ a case on it .. my iPhone that’s supposedly shatter proof .. my iPhone 8 Plus That now has a cracked screen .. any explanations 🤦🏽‍♀🤦🏽‍♀,hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,84215
eval_090,"Nope, ran out last month. No water damage, drop damage nothing. Dropped $600 bc it was a dead device...",hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,309498
eval_091,I had the worst Apple experience yesterday with my apple watch. They called it swollen battery with my Series 2 Apple watch. The service level in your SF Flagship store was poor and I will contact the Executive office on Monday.,hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,583618
eval_092,I broke my stupid remote…shattered the glass on a 2 ft drop…and then cut my hand on the glass. Thanks :(,hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,145231
eval_093,My lightening cable just started to smoke,hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,561769
eval_094,Just dropped my phone jn the dirt and that bitch shattered what y’all gonna do about this 🔫,hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,505110
eval_095,Hey i just dropped my iPhone 7 Plus it fell less than 6 inches and it shattered WITH A CASE ON after i just got it fixed a couple of weeks ago I can’t afford a new screen got any help?,hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,646789
eval_096,Hey my MacBook is shooting out sparks and kernel panicking every time I use the HDMI port. Is that normal? Asking for a friend.,hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,743497
eval_097,lucky I was home and next to this when it randomly started to smoke. Unplugged before disaster!! What the hell?,hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,11129
eval_098,Just learned that my swollen phone battery is pretty much a time bomb. Nice,hardware_physical_damage,escalate,SAFETY_HAZARD_BATTERY_SWELLING,hard,408459
eval_099,"I got my phone fixed 2 weeks ago and I just dropped my phone with a case on it ON CARPET from at MOST four feet, and my screen shattered.... how?",hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,94891
eval_100,$350 to replace my water damaged phone and now my watch refuses to pair to the new one whyyyyyyy,hardware_physical_damage,escalate,HARDWARE_PHYSICAL_DAMAGE_INSPECTION,hard,710661
eval_101,"Yes but it doesn’t actually turn off WiFi, Bluetooth in #iOS11 !When you go to settings, you’ll still find it searching for Wifi, Bluetooth!",connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,303526
eval_102,"while the new ios is okay, why the hell does it ALWAYS turn on WiFi and Bluetooth?! It’s killing battery for nothing! Sort it out.",connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,386884
eval_103,"Me encabrona tener que estar apagando el wifi a cada rato, ya que el muy puto se activa solo. ¿Que vamos a hacer?",connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,450397
eval_104,My battery is draining quickly on my iPhone 6s when I use 3G. I lose like 5% a minute. But it’s better when I use my WiFi.,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,40474
eval_105,se disattivo Bluetooth e Wi-fi da “Centro di controllo” in “Impostazioni” risultano sempre attivi. Perché? #iOS11 #problemi,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,237848
eval_106,Literally nothing on my phone works unless I’m on WiFi. This update has royally effed my entire phone up.,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,744460
eval_107,Since the newest update my MAC won't stay connected to my mouse & kb (bluetooth). Help !?!,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,29553
eval_108,after the new apple updates: the battery life is really go fast and the WiFi is always on! #newappleupdates,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,6934
eval_109,"why won’t IOS11 let me leave WiFi off? It’s really, really irritating. Also ITunes is an unusable mess",connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,247642
eval_110,Which will be 3 weeks time so no other way to update unless through WiFi???,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,637468
eval_111,Why has #iOS11 made Bluetooth stability on my iPhone 6 rubbish? Is it all in preparation for you to declare that Bluetooth is crap and everyone must upgrade to your new iBeam or iWhatever tech for a fortune? #suspicious,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,552218
eval_112,"Hi Apple peeps,my phone needs updating to iOS 11.1.2 I’m on a ship with poor WiFi it says I need WiFi connection to download update and it won’t let me do it 4G any ideas,my phone is sluggish!",connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,637473
eval_113,Please fix #iOS11 bugs - WiFi & Bluetooth still on even when turned off!,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,303527
eval_114,please fix the control center Bluetooth & WiFi “off” feature. Off should mean OFF & it wastes battery 🤦🏽‍♂🙏🏽 #iOS11,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,737008
eval_115,iOS 11.1.2 on X. Notification issue happens on both Wi-Fi and cellular.,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,61313
eval_116,yall ruined my podcast experience with ios11. My Bluetooth headset connects with music and doesn't let me pause,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,215384
eval_117,Ios 11.1 & I can’t even turn off the wifi & bluetooth from the control center!!,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,31474
eval_118,hey IOS 11 update constantly disconnects Bluetooth from my cars (diff brands) - so I am assuming you're working on a fix.,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,312178
eval_119,"If it used Cellular data to do so b/c of your software update, is Apple paying for data charges?",connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,647427
eval_120,": In ios11, Wifi & bluetooth gets enabled automaticly.Also,if u enable&thn disable flyt mode it gts active.Plz fix ios11.",connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,387589
eval_121,"Where are my battery, celular, and wifi indicators? I can only see them if I open an app, but not in the home screen.",connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,496822
eval_122,iOS11 has trashed my battery life plus #wifi keeps turning itself back on. Please test iOS updates more fully before releasing.,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,389386
eval_123,Anyone else having WiFi problems since update! 😱🤔,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,288370
eval_124,wifi doesn’t really turn off from control centre and current time sometimes doesn’t show from lock screen #ios11 iPhone SE,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,743392
eval_125,thanks for the update! Now I can’t connect to WiFi and my battery only lasts 5 hours!,connectivity_network_bluetooth,auto_handle,STANDARD_NETWORK_RESET_TROUBLESHOOTING,hard,708005
eval_126,Battery now 100% charged. 1100 Pacific. This should normally be enough to easily last all day. WiFi on + Bluetooth (4 Apple Watch).,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,292367
eval_127,since the latest update my phone battery doesn’t last an hour even after being charged can you please help,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,746369
eval_128,Is it me or is the new IOS11 sucking up battery power like its going out of style?? I cant seem to keep my devices charged...,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,669865
eval_129,"My battery on my iphone 7 doesnt last for half a day after your latest update, why??fully charged at 10 today,30% now",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,332503
eval_130,"All of a sudden at the 24 month mark🤔 my #iphone6 started to freeze & shut off randomly even when fully charged. I cant use it for more than 10 minutes without it totally dying. It could shut off at 70%, and when I plug it in, it’s at 12%. What is going on? #apple",billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,458404
eval_131,can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,119483
eval_132,will there be a fix for the poor #batterylife after update #iOS11 my phone has to be charged several times a day after #SE,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,272423
eval_133,upgrading to iOS 11 rendered iPhone entirely useless. I also have subscriptions to several of your other service. I’m unimpressed,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,631574
eval_134,Wish I would have never updated😡 my iPhone 7 is needing to be charged every two hours...Using every suggested setting to reduce battery😡,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,330885
eval_135,Crowdfire asked me to get in contact with you for a refund but the app is more than 90 days old.,billing_subscriptions_appstore,auto_handle,SELF_SERVICE_SUBSCRIPTION_GUIDANCE,hard,373337
